document,dominant_topic,topic_0_probability,topic_1_probability,original_text
banyak lag los type scalping mending download bedain enak mending pikir pikir lagnya parah,1,0.03369491079719646,0.9663050892028036,"['banyak', 'lag', 'los', 'type', 'scalping', 'mending', 'download', 'bedain', 'enak', 'mending', 'pikir', 'pikir', 'lagnya', 'parah']"
aplikasi login akun trading sinarmas live suportnya responya lambat kecewa trading aplikasi top puluh juta,1,0.14484178707698894,0.8551582129230111,"['aplikasi', 'login', 'akun', 'trading', 'sinarmas', 'live', 'suportnya', 'responya', 'lambat', 'kecewa', 'trading', 'aplikasi', 'top', 'puluh', 'juta']"
aplikasi saham ribetnya kaya apan tau tambah rekening susah banget gbisa withdrawal langsung,1,0.027060894594278042,0.972939105405722,"['aplikasi', 'saham', 'ribetnya', 'kaya', 'apan', 'tau', 'tambah', 'rekening', 'susah', 'banget', 'gbisa', 'withdrawal', 'langsung']"
tolong tingkat kualitas aplikasi kemarin eror logout login,1,0.2968338319025956,0.7031661680974044,"['tolong', 'tingkat', 'kualitas', 'aplikasi', 'kemarin', 'eror', 'logout', 'login']"
sekuritas stockbit patut acung jempol tarik maintenance jam bursa aktif rdn saldo hilang pelihara tuyul aplikasi saldo rdn stockbit beda saldo rdn mbca mohon maaf tindak nyamananyaitulah kalimat ajaib stockbit aman nyaman nasabah nomor bro,1,0.15767810537683932,0.8423218946231608,"['sekuritas', 'stockbit', 'patut', 'acung', 'jempol', 'tarik', 'maintenance', 'jam', 'bursa', 'aktif', 'rdn', 'saldo', 'hilang', 'pelihara', 'tuyul', 'aplikasi', 'saldo', 'rdn', 'stockbit', 'beda', 'saldo', 'rdn', 'mbca', 'mohon', 'maaf', 'tindak', 'nyamananyaitulah', 'kalimat', 'ajaib', 'stockbit', 'aman', 'nyaman', 'nasabah', 'nomor', 'bro']"
fitur bagus bagus banget bikin malas trading stockbit market open buy sel erors mulu mohon baik,1,0.0236519102767086,0.9763480897232915,"['fitur', 'bagus', 'bagus', 'banget', 'bikin', 'malas', 'trading', 'stockbit', 'market', 'open', 'buy', 'sel', 'erors', 'mulu', 'mohon', 'baik']"
maintenance jam trading menu smart order asyik trading kapok,1,0.033948662474648963,0.9660513375253511,"['maintenance', 'jam', 'trading', 'menu', 'smart', 'order', 'asyik', 'trading', 'kapok']"
buruk suka pending tangap customer service edit tangap customer service lambat dunia trading kunci,1,0.10506476345845964,0.8949352365415404,"['buruk', 'suka', 'pending', 'tangap', 'customer service', 'edit', 'tangap', 'customer service', 'lambat', 'dunia', 'trading', 'kunci']"
parah lelet banget eipo eror open market ganguan pelanpelan pindah sekuritas stockbit,1,0.1375456646818196,0.8624543353181804,"['parah', 'lelet', 'banget', 'eipo', 'eror', 'open', 'market', 'ganguan', 'pelanpelan', 'pindah', 'sekuritas', 'stockbit']"
saji analisa mudah jual beli kurang eror jam bursa,1,0.29598224885324814,0.7040177511467518,"['saji', 'analisa', 'mudah', 'jual', 'beli', 'kurang', 'eror', 'jam', 'bursa']"
mohon bantuanya aplikasi eror jam bursa kacau aplikasi,1,0.030460002428545577,0.9695399975714545,"['mohon', 'bantuanya', 'aplikasi', 'eror', 'jam', 'bursa', 'kacau', 'aplikasi']"
apresiasi sulit pertanyancs stockbitselalu respon cepatdan muas,1,0.381213911927066,0.6187860880729339,"['apresiasi', 'sulit', 'pertanyancs', 'stockbitselalu', 'respon', 'cepatdan', 'muas']"
buat akun rdn proses menang daftar mohon informasi daftar balas email stockbit,1,0.030840003416600058,0.9691599965833999,"['buat', 'akun', 'rdn', 'proses', 'menang', 'daftar', 'mohon', 'informasi', 'daftar', 'balas', 'email', 'stockbit']"
fitur tarik tarik uang transfer nabung reksadana pencairanya,0,0.9635663224618625,0.03643367753813756,"['fitur', 'tarik', 'tarik', 'uang', 'transfer', 'nabung', 'reksadana', 'pencairanya']"
aplikasi bagus ajar investasi aplikasi ringan analisa lengkap fitur stream fitur tarik,0,0.9769118210756335,0.0230881789243666,"['aplikasi', 'bagus', 'ajar', 'investasi', 'aplikasi', 'ringan', 'analisa', 'lengkap', 'fitur', 'stream', 'fitur', 'tarik']"
aplikasi erormulu withdraw masuk rekomendasi aplikasi mending trading,1,0.038122486687935386,0.9618775133120646,"['aplikasi', 'erormulu', 'withdraw', 'masuk', 'rekomendasi', 'aplikasi', 'mending', 'trading']"
gara kemarin tidak bisa cancel order rugi stockbit banget eror rugi investor kompensasi investor rugi aplikasi sungguh kecewa,1,0.1440219895899971,0.8559780104100029,"['gara', 'kemarin', 'tidak bisa', 'cancel', 'order', 'rugi', 'stockbit', 'banget', 'eror', 'rugi', 'investor', 'kompensasi', 'investor', 'rugi', 'aplikasi', 'sungguh', 'kecewa']"
lihat statistik pasar modal mudah banget user interface bagus seribet,0,0.9706424659819225,0.029357534018077454,"['lihat', 'statistik', 'pasar', 'modal', 'mudah', 'banget', 'user interface', 'bagus', 'seribet']"
logout bikin repot tinggal beli jual login,1,0.03575051078644516,0.9642494892135548,"['logout', 'bikin', 'repot', 'tinggal', 'beli', 'jual', 'login']"
keren banget layan buka akun hitung jam customer service fast response tunggu top rdn bawah jam masuk muas fel fre shareing,1,0.337484036253775,0.662515963746225,"['keren', 'banget', 'layan', 'buka', 'akun', 'hitung', 'jam', 'customer service', 'fast', 'response', 'tunggu', 'top', 'rdn', 'bawah', 'jam', 'masuk', 'muas', 'fel', 'fre', 'shareing']"
aplikasi bagus mudah erti lancar suka maintancetapi,0,0.9678009556102246,0.03219904438977535,"['aplikasi', 'bagus', 'mudah', 'erti', 'lancar', 'suka', 'maintancetapi']"
tampil simpel mudah mula seringkali ganguan,0,0.808978908787186,0.19102109121281388,"['tampil', 'simpel', 'mudah', 'mula', 'seringkali', 'ganguan']"
erormaintenace kerja bursa tolong seriusnga masuk akal aplikasi kelam tingalkan user eror maintenace kerja,1,0.0339046993778599,0.96609530062214,"['erormaintenace', 'kerja', 'bursa', 'tolong', 'seriusnga', 'masuk', 'akal', 'aplikasi', 'kelam', 'tingalkan', 'user', 'eror', 'maintenace', 'kerja']"
aplikasi eror banyak maintenance bikin rugi sat krusial eror taking profit cutlos eror bawa boncos aplikasi boncos,1,0.1281283674360777,0.8718716325639223,"['aplikasi', 'eror', 'banyak', 'maintenance', 'bikin', 'rugi', 'sat', 'krusial', 'eror', 'taking', 'profit', 'cutlos', 'eror', 'bawa', 'boncos', 'aplikasi', 'boncos']"
senang stockbit kendaladan kendala alami selesai berkat customer service ramah cepat tanggap nasabah kendala moga depan jaya stockbit,1,0.45792397294601944,0.5420760270539805,"['senang', 'stockbit', 'kendaladan', 'kendala', 'alami', 'selesai', 'berkat', 'customer service', 'ramah', 'cepat', 'tanggap', 'nasabah', 'kendala', 'moga', 'depan', 'jaya', 'stockbit']"
maaf min kuk update lot banget tolong baik terimakasih,1,0.22322416809387965,0.7767758319061203,"['maaf', 'min', 'kuk', 'update', 'lot', 'banget', 'tolong', 'baik', 'terimakasih']"
fiturnya fitur wdnya rekomended mesti nunggu sampi mesti kerja investor narik dana perlu dadak mesti nunggu kerja hitung sabtu minggu libur nasional pribadi coba aplikasi trading minus mohon baik,1,0.07077067325207702,0.929229326747923,"['fiturnya', 'fitur', 'wdnya', 'rekomended', 'mesti', 'nunggu', 'sampi', 'mesti', 'kerja', 'investor', 'narik', 'dana', 'perlu', 'dadak', 'mesti', 'nunggu', 'kerja', 'hitung', 'sabtu', 'minggu', 'libur', 'nasional', 'pribadi', 'coba', 'aplikasi', 'trading', 'minus', 'mohon', 'baik']"
stockbit sekuritas digital mudah baca paham sesal aplikasi terima kasih stockbit deh,0,0.8745435214261694,0.12545647857383055,"['stockbit', 'sekuritas', 'digital', 'mudah', 'baca', 'paham', 'sesal', 'aplikasi', 'terima', 'kasih', 'stockbit', 'deh']"
hari maintenance gilir untung maintenace sat minus lancarapakah market marker pakai apsayang duit makan developer,1,0.027701230266860978,0.972298769733139,"['hari', 'maintenance', 'gilir', 'untung', 'maintenace', 'sat', 'minus', 'lancarapakah', 'market', 'marker', 'pakai', 'apsayang', 'duit', 'makan', 'developer']"
ubah drastis udah jarang ngeleg maintenance top fiturnya tambah eps quartal rti busines,0,0.5031329660058025,0.49686703399419757,"['ubah', 'drastis', 'udah', 'jarang', 'ngeleg', 'maintenance', 'top', 'fiturnya', 'tambah', 'eps', 'quartal', 'rti', 'busines']"
mula bantu tampil mudah ajar,0,0.9632306602374638,0.0367693397625361,"['mula', 'bantu', 'tampil', 'mudah', 'ajar']"
jelek banget sekuritas udah untung jual pending rugi jual komitmen banget main tau banget curang udah kapok main,1,0.0299295383611691,0.9700704616388309,"['jelek', 'banget', 'sekuritas', 'udah', 'untung', 'jual', 'pending', 'rugi', 'jual', 'komitmen', 'banget', 'main', 'tau', 'banget', 'curang', 'udah', 'kapok', 'main']"
lumayan bagus grafik oke trading saham mohon bantuanya suhu maklum newbe,0,0.9691429273234334,0.03085707267656657,"['lumayan', 'bagus', 'grafik', 'oke', 'trading', 'saham', 'mohon', 'bantuanya', 'suhu', 'maklum', 'newbe']"
kesini jarang eror minus antrianya maka bagus banget fitur murah bagus edit bintang nya,0,0.5806854227889492,0.4193145772110508,"['kesini', 'jarang', 'eror', 'minus', 'antrianya', 'maka', 'bagus', 'banget', 'fitur', 'murah', 'bagus', 'edit', 'bintang nya']"
stockbit tampil layar user friendly masuk chart menit done transaksi fraksi harga antri order,1,0.29805426788607015,0.7019457321139299,"['stockbit', 'tampil', 'layar', 'user', 'friendly', 'masuk', 'chart', 'menit', 'done', 'transaksi', 'fraksi', 'harga', 'antri', 'order']"
diupdate kali lag eror jam bursa,1,0.035753553668253286,0.9642464463317467,"['diupdate', 'kali', 'lag', 'eror', 'jam', 'bursa']"
mohon tambah fitur auto order auto sel biar nyaman pakai aplilasi pindah stockbit fitur,1,0.024083582082873953,0.9759164179171261,"['mohon', 'tambah', 'fitur', 'auto', 'order', 'auto', 'sel', 'biar', 'nyaman', 'pakai', 'aplilasi', 'pindah', 'stockbit', 'fitur']"
alam kali download stockbit top rdn sukses aplikasi saldo muncul kecewa banget,1,0.02799314200250117,0.9720068579974989,"['alam', 'kali', 'download', 'stockbit', 'top', 'rdn', 'sukses', 'aplikasi', 'saldo', 'muncul', 'kecewa', 'banget']"
media analisa saham pakai stockbit nyaman trading sungguh nyaman eror pas open market udah,1,0.46847992133702093,0.531520078662979,"['media', 'analisa', 'saham', 'pakai', 'stockbit', 'nyaman', 'trading', 'sungguh', 'nyaman', 'eror', 'pas', 'open', 'market', 'udah']"
open acount kirim berkas kalah ipgo aplikasi lot seribet ipgo newbie nyoba moga lancar kendala,0,0.6590348910883623,0.3409651089116377,"['open', 'acount', 'kirim', 'berkas', 'kalah', 'ipgo', 'aplikasi', 'lot', 'seribet', 'ipgo', 'newbie', 'nyoba', 'moga', 'lancar', 'kendala']"
server baik sibuk ngilklan kasihan jual saham banyak sibuk ngiklan maintenance jam bursa eror tidak ada guna maintenance lamalama orang servernya hancur,1,0.022586425055513448,0.9774135749444866,"['server', 'baik', 'sibuk', 'ngilklan', 'kasihan', 'jual', 'saham', 'banyak', 'sibuk', 'ngiklan', 'maintenance', 'jam', 'bursa', 'eror', 'tidak ada', 'guna', 'maintenance', 'lamalama', 'orang', 'servernya', 'hancur']"
tau aja jelek mending ipot user stockbit kecewa sih pakai deh ckup bacabaca stream trading skip,1,0.307934068243429,0.692065931756571,"['tau', 'aja', 'jelek', 'mending', 'ipot', 'user', 'stockbit', 'kecewa', 'sih', 'pakai', 'deh', 'ckup', 'bacabaca', 'stream', 'trading', 'skip']"
tari susah terang maksimal tarik saldo informasi,1,0.03546923403111419,0.9645307659688859,"['tari', 'susah', 'terang', 'maksimal', 'tarik', 'saldo', 'informasi']"
kecewa baik ubah stockbit very simpel mudah erti pakai god job,0,0.8091557244077714,0.19084427559222855,"['kecewa', 'baik', 'ubah', 'stockbit', 'very', 'simpel', 'mudah', 'erti', 'pakai', 'god', 'job']"
daftrnya ribet banyak verifikasi akun bank pakai bca bca daftar exchange rekomendasi,1,0.4718312138994261,0.5281687861005738,"['daftrnya', 'ribet', 'banyak', 'verifikasi', 'akun', 'bank', 'pakai', 'bca', 'bca', 'daftar', 'exchange', 'rekomendasi']"
makij jelek aplikasi buka chart buka stream jaring lancar jaya payah,1,0.339156820004182,0.660843179995818,"['makij', 'jelek', 'aplikasi', 'buka', 'chart', 'buka', 'stream', 'jaring', 'lancar', 'jaya', 'payah']"
aplikasi bagus deposit masuk jaman email masuk pas cek portofolio masuk,1,0.030873988552293858,0.9691260114477062,"['aplikasi', 'bagus', 'deposit', 'masuk', 'jaman', 'email', 'masuk', 'pas', 'cek', 'portofolio', 'masuk']"
deposit saldo rdn bca dana kunjung masuk cek rekening orang taut akun chat admin bantu proses semingu kelar orang blanja bursa colong untung tarif dana rekening orang trsbt sangatsangat jengkel colong sekuritas aman dana nasabah colong,1,0.13161791413032015,0.8683820858696799,"['deposit', 'saldo', 'rdn', 'bca', 'dana', 'kunjung', 'masuk', 'cek', 'rekening', 'orang', 'taut', 'akun', 'chat', 'admin', 'bantu', 'proses', 'semingu', 'kelar', 'orang', 'blanja', 'bursa', 'colong', 'untung', 'tarif', 'dana', 'rekening', 'orang', 'trsbt', 'sangatsangat', 'jengkel', 'colong', 'sekuritas', 'aman', 'dana', 'nasabah', 'colong']"
aplikasi scam tipu transaksi masuk rdn jam jam kerja,1,0.17072104827137036,0.8292789517286296,"['aplikasi', 'scam', 'tipu', 'transaksi', 'masuk', 'rdn', 'jam', 'jam', 'kerja']"
aplikasi bagus biaya matra masuk history transaksi,1,0.03695882004241454,0.9630411799575854,"['aplikasi', 'bagus', 'biaya', 'matra', 'masuk', 'history', 'transaksi']"
turun kualitas log log tolong baik trima kash,1,0.041429868602665704,0.9585701313973343,"['turun', 'kualitas', 'log', 'log', 'tolong', 'baik', 'trima', 'kash']"
bintang dimintain nilai,1,0.06292466566574836,0.9370753343342516,"['bintang', 'dimintain', 'nilai']"
kasih bintang min kasih saran update depa aman akun tolong aplikasi mobile stockbitrus masuk log amit anda musibah handphone hilang lupa log out akun stockbit kuras portofolio orang bertangung terimakasih tolong baharu,1,0.02119791156797522,0.9788020884320249,"['kasih', 'bintang', 'min', 'kasih', 'saran', 'update', 'depa', 'aman', 'akun', 'tolong', 'aplikasi', 'mobile', 'stockbitrus', 'masuk', 'log', 'amit', 'anda', 'musibah', 'handphone', 'hilang', 'lupa', 'log', 'out', 'akun', 'stockbit', 'kuras', 'portofolio', 'orang', 'bertangung', 'terimakasih', 'tolong', 'baharu']"
jam loading sulit fast trading stop los tingkatin margin,1,0.03350329079601195,0.9664967092039881,"['jam', 'loading', 'sulit', 'fast', 'trading', 'stop', 'los', 'tingkatin', 'margin']"
stockbit oke banget tingkat kualitas biar aplikasi ringan koneksi internet lambat,0,0.5958397286395676,0.4041602713604325,"['stockbit', 'oke', 'banget', 'tingkat', 'kualitas', 'biar', 'aplikasi', 'ringan', 'koneksi', 'internet', 'lambat']"
cocok scalper swinger kayak harap upgrade min,0,0.9542028466391261,0.04579715336087387,"['cocok', 'scalper', 'swinger', 'kayak', 'harap', 'upgrade', 'min']"
gagal login alih virtual acout muncul tulis req out incorect usernamepasword pas klik lupa birth tanggal salah mulu,1,0.026545518666177846,0.9734544813338222,"['gagal', 'login', 'alih', 'virtual', 'acout', 'muncul', 'tulis', 'req', 'out', 'incorect', 'usernamepasword', 'pas', 'klik', 'lupa', 'birth', 'tanggal', 'salah', 'mulu']"
aps investasi amanah,0,0.9472762122485398,0.05272378775146022,"['aps', 'investasi', 'amanah']"
tampil candlestick lengkap tail bar aplikasi tolong baik,1,0.4108928254754335,0.5891071745245666,"['tampil', 'candlestick', 'lengkap', 'tail', 'bar', 'aplikasi', 'tolong', 'baik']"
maintenace jam bursa senin akhir pekan maintenance isu eror tidak bisa login order selbuy macet hasil jual telat masuk rdn perhati,1,0.15896466854366784,0.8410353314563321,"['maintenace', 'jam', 'bursa', 'senin', 'akhir pekan', 'maintenance', 'isu', 'eror', 'tidak bisa', 'login', 'order', 'selbuy', 'macet', 'hasil', 'jual', 'telat', 'masuk', 'rdn', 'perhati']"
transfer topup deposit langsung masuk lumayan fre jual beli fitur lengkap lapor uang uptodate,1,0.35210195891481777,0.6478980410851822,"['transfer', 'topup', 'deposit', 'langsung', 'masuk', 'lumayan', 'fre', 'jual', 'beli', 'fitur', 'lengkap', 'lapor', 'uang', 'uptodate']"
aplikasi user interfacr bagus bug rugi trader investor mohon baik,0,0.519418511849233,0.48058148815076707,"['aplikasi', 'user', 'interfacr', 'bagus', 'bug', 'rugi', 'trader', 'investor', 'mohon', 'baik']"
pendaftaranya susah banget kode ferisikasi kirim pas kirim terang proses gagal,1,0.03314019242369429,0.9668598075763056,"['pendaftaranya', 'susah', 'banget', 'kode', 'ferisikasi', 'kirim', 'pas', 'kirim', 'terang', 'proses', 'gagal']"
sangan sayang aplikasi bagus komplit tampilang oke eror maintenance moga depa baik,0,0.6908743996929823,0.30912560030701763,"['sangan', 'sayang', 'aplikasi', 'bagus', 'komplit', 'tampilang', 'oke', 'eror', 'maintenance', 'moga', 'depa', 'baik']"
aplikasi rugi trader eror transaksi rekomendasi rugi fatal akibat gagal transaksi aplikasi eror jaring stabil,1,0.029040717177050132,0.9709592828229499,"['aplikasi', 'rugi', 'trader', 'eror', 'transaksi', 'rekomendasi', 'rugi', 'fatal', 'akibat', 'gagal', 'transaksi', 'aplikasi', 'eror', 'jaring', 'stabil']"
mantap pokok nih aps ngerti jam main saham keluh aps eror,0,0.517436270555193,0.4825637294448069,"['mantap', 'pokok', 'nih', 'aps', 'ngerti', 'jam', 'main', 'saham', 'keluh', 'aps', 'eror']"
bapuk bapuk bapuk bapuk sebel beneran kali akun rdn kode aktivasi login,1,0.04142071590636574,0.9585792840936342,"['bapuk', 'bapuk', 'bapuk', 'bapuk', 'sebel', 'beneran', 'kali', 'akun', 'rdn', 'kode', 'aktivasi', 'login']"
pakai normal buka chartbit keteranganya salah jaring parah sih,1,0.0338837236674098,0.9661162763325901,"['pakai', 'normal', 'buka', 'chartbit', 'keteranganya', 'salah', 'jaring', 'parah', 'sih']"
udah eror ipo tau depa sakit eror,1,0.04128049220538685,0.9587195077946131,"['udah', 'eror', 'ipo', 'tau', 'depa', 'sakit', 'eror']"
tanggal juli sore buka aplikasi stockbit detik via situs lancar tolong,1,0.02839562207126009,0.9716043779287399,"['tanggal', 'juli', 'sore', 'buka', 'aplikasi', 'stockbit', 'detik', 'via', 'situs', 'lancar', 'tolong']"
mantap masalah logout mohon fitur sembunyi equity terima kasih,1,0.032052400212647804,0.9679475997873522,"['mantap', 'masalah', 'logout', 'mohon', 'fitur', 'sembunyi', 'equity', 'terima', 'kasih']"
jengkel eror jam bursa eror portofolio balance minus equity kurang mana,1,0.027737424193207526,0.9722625758067925,"['jengkel', 'eror', 'jam', 'bursa', 'eror', 'portofolio', 'balance', 'minus', 'equity', 'kurang', 'mana']"
fitur screnernya lengkap mantau saham top markotop,0,0.9534442366870793,0.046555763312920675,"['fitur', 'screnernya', 'lengkap', 'mantau', 'saham', 'top', 'markotop']"
aplikasi saham cekik minus withdrawal masuk status pending mulu troubel kecewa,1,0.03066536614768546,0.9693346338523146,"['aplikasi', 'saham', 'cekik', 'minus', 'withdrawal', 'masuk', 'status', 'pending', 'mulu', 'troubel', 'kecewa']"
hitung stockbit repot hitung gain,1,0.05823520571819026,0.9417647942818097,"['hitung', 'stockbit', 'repot', 'hitung', 'gain']"
maaf daftar susah banget jaring bagus kembali email daftar cek mailbox email masuk,1,0.030165135100753856,0.9698348648992461,"['maaf', 'daftar', 'susah', 'banget', 'jaring', 'bagus', 'kembali', 'email', 'daftar', 'cek', 'mailbox', 'email', 'masuk']"
lag mulu hdeh prbaikan guna,1,0.0518911760463721,0.9481088239536278,"['lag', 'mulu', 'hdeh', 'prbaikan', 'guna']"
top invest saham,0,0.9530096063466745,0.04699039365332553,"['top', 'invest', 'saham']"
aplikasi investasi saham simpel mula tampil sederhana kini tols lengkap biaya murah,0,0.9727933887784194,0.027206611221580666,"['aplikasi', 'investasi', 'saham', 'simpel', 'mula', 'tampil', 'sederhana', 'kini', 'tols', 'lengkap', 'biaya', 'murah']"
aplikasi bagus tulis sistem internal tolong baik kendala ganguanya,1,0.03234885212606446,0.9676511478739356,"['aplikasi', 'bagus', 'tulis', 'sistem', 'internal', 'tolong', 'baik', 'kendala', 'ganguanya']"
aplikasi inibisa otomatis nyaring emiten fundamental bagus secarq teknikal gampang trading invest,0,0.9674639440408783,0.03253605595912164,"['aplikasi', 'inibisa', 'otomatis', 'nyaring', 'emiten', 'fundamental', 'bagus', 'secarq', 'teknikal', 'gampang', 'trading', 'invest']"
kemarin oke oktober fitur auto order hilang harga portofolio pas ubah merah bela pindah sekuritas belah stockbit kecewa,1,0.0223259582313224,0.9776740417686776,"['kemarin', 'oke', 'oktober', 'fitur', 'auto', 'order', 'hilang', 'harga', 'portofolio', 'pas', 'ubah', 'merah', 'bela', 'pindah', 'sekuritas', 'belah', 'stockbit', 'kecewa']"
ganguan mulu loading mulu buka pasar jam teng loding maintenance fungsi,1,0.03288562639091657,0.9671143736090834,"['ganguan', 'mulu', 'loading', 'mulu', 'buka', 'pasar', 'jam', 'teng', 'loding', 'maintenance', 'fungsi']"
moga depa ngelag jam bursa eror moga fitur trailing order stockbit stockbit hebat,1,0.37649194994601315,0.6235080500539869,"['moga', 'depa', 'ngelag', 'jam', 'bursa', 'eror', 'moga', 'fitur', 'trailing', 'order', 'stockbit', 'stockbit', 'hebat']"
tampilanya tarik analisa teknikal fundamental enak fiturnya komplit,0,0.9667757255044056,0.03322427449559438,"['tampilanya', 'tarik', 'analisa', 'teknikal', 'fundamental', 'enak', 'fiturnya', 'komplit']"
lengkap ceoat,0,0.9166666666666654,0.08333333333333458,"['lengkap', 'ceoat']"
enak analis saham,0,0.9459977697005488,0.05400223029945116,"['enak', 'analis', 'saham']"
bagus saran bandar detector tolong tambah net lotnet volume net value terimakasih,1,0.03868192114536356,0.9613180788546365,"['bagus', 'saran', 'bandar', 'detector', 'tolong', 'tambah', 'net', 'lotnet', 'volume', 'net', 'value', 'terimakasih']"
proses daftar ribet banget daftar proses,1,0.03933367868300906,0.960666321316991,"['proses', 'daftar', 'ribet', 'banget', 'daftar', 'proses']"
suka aplikasi kemaren buka akun trading buka broker sumary teman buka broker sumary buka akun trading mohon jasa,1,0.38336134817654693,0.6166386518234531,"['suka', 'aplikasi', 'kemaren', 'buka', 'akun', 'trading', 'buka', 'broker', 'sumary', 'teman', 'buka', 'broker', 'sumary', 'buka', 'akun', 'trading', 'mohon', 'jasa']"
aplikasi mudah paham,0,0.9576091943206624,0.042390805679337666,"['aplikasi', 'mudah', 'paham']"
aplikasia bagus mula pro lag delay mohon baik,1,0.43466958926350446,0.5653304107364956,"['aplikasia', 'bagus', 'mula', 'pro', 'lag', 'delay', 'mohon', 'baik']"
aplikasi informatif inovatif saham fitur aplikasi tunjang giat trading invest saham saran depa tingkat aplikasi sedia bit mudah pengunanya mula butuh sesuai dalam erti aplikasi,0,0.7686373699669227,0.23136263003307736,"['aplikasi', 'informatif', 'inovatif', 'saham', 'fitur', 'aplikasi', 'tunjang', 'giat', 'trading', 'invest', 'saham', 'saran', 'depa', 'tingkat', 'aplikasi', 'sedia', 'bit', 'mudah', 'pengunanya', 'mula', 'butuh', 'sesuai', 'dalam', 'erti', 'aplikasi']"
bagus mudah,0,0.9461903312956191,0.05380966870438088,"['bagus', 'mudah']"
aplikasi useful mula investasi saham fitur virtual trading serasa duit beneranhahahaha,0,0.9724828918832649,0.027517108116735214,"['aplikasi', 'useful', 'mula', 'investasi', 'saham', 'fitur', 'virtual', 'trading', 'serasa', 'duit', 'beneranhahahaha']"
verifikasi data susah gagal selfie kali chat proses verifikasi berharihari itu gagal foto selfie,1,0.034934017055008953,0.9650659829449911,"['verifikasi', 'data', 'susah', 'gagal', 'selfie', 'kali', 'chat', 'proses', 'verifikasi', 'berharihari', 'itu', 'gagal', 'foto', 'selfie']"
stockbit mantap rasakn antusias kembang fitur stockbit macet delay jam bursa bebrp jam update broksum eod filter runing trade trade done ngecas trade bok scalping mengejutkn kecptan respon suport live chat staf tinjau berd alam dapat pakai stockbit apresiasi thdp antusias,1,0.23304569292398258,0.7669543070760175,"['stockbit', 'mantap', 'rasakn', 'antusias', 'kembang', 'fitur', 'stockbit', 'macet', 'delay', 'jam', 'bursa', 'bebrp', 'jam', 'update', 'broksum', 'eod', 'filter', 'runing', 'trade', 'trade', 'done', 'ngecas', 'trade', 'bok', 'scalping', 'mengejutkn', 'kecptan', 'respon', 'suport', 'live', 'chat', 'staf', 'tinjau', 'berd', 'alam', 'dapat', 'pakai', 'stockbit', 'apresiasi', 'thdp', 'antusias']"
kasih bintang dulusoalnya jual sahamlamakadang makan sih kadang jengkel moga updatean okeapalagi urus saham jual sih oke,1,0.02853243670558406,0.971467563294416,"['kasih', 'bintang', 'dulusoalnya', 'jual', 'sahamlamakadang', 'makan', 'sih', 'kadang', 'jengkel', 'moga', 'updatean', 'okeapalagi', 'urus', 'saham', 'jual', 'sih', 'oke']"
akun rdn jago tunggu kode masuk salah ulang kalihal,1,0.2584894082373231,0.7415105917626769,"['akun', 'rdn', 'jago', 'tunggu', 'kode', 'masuk', 'salah', 'ulang', 'kalihal']"
suka stockbit fitur bermanfat user interface simpel,0,0.9694166233430713,0.03058337665692871,"['suka', 'stockbit', 'fitur', 'bermanfat', 'user interface', 'simpel']"
serius cari user sih bangmasa isi otpnya singkat email kode otp masuk detik isi coba otp kode sms biar cepat isi,1,0.03013954660161712,0.9698604533983829,"['serius', 'cari', 'user', 'sih', 'bangmasa', 'isi', 'otpnya', 'singkat', 'email', 'kode', 'otp', 'masuk', 'detik', 'isi', 'coba', 'otp', 'kode', 'sms', 'biar', 'cepat', 'isi']"
sayang banget balance transaksi pending withdraw instant,1,0.03812634501213367,0.9618736549878663,"['sayang', 'banget', 'balance', 'transaksi', 'pending', 'withdraw', 'instant']"
bagus mudah aman lancar nyaman moga depan layan langgan jaga,0,0.9708309997648298,0.02916900023517023,"['bagus', 'mudah', 'aman', 'lancar', 'nyaman', 'moga', 'depan', 'layan', 'langgan', 'jaga']"
aplikasi mudah paham cocok mula ajar saham terimakasih,0,0.9728950121149053,0.027104987885094817,"['aplikasi', 'mudah', 'paham', 'cocok', 'mula', 'ajar', 'saham', 'terimakasih']"
analisis bagus informasi emiten update ingat rencana emiten,0,0.9548823072122882,0.04511769278771171,"['analisis', 'bagus', 'informasi', 'emiten', 'update', 'ingat', 'rencana', 'emiten']"
salah stockbit fiturnya mudah erti customer service oke god job,0,0.6826011660344109,0.3173988339655891,"['salah', 'stockbit', 'fiturnya', 'mudah', 'erti', 'customer service', 'oke', 'god', 'job']"
akun hapus diapain gth email nomor telepon pakai rebet,1,0.03588806668439792,0.9641119333156021,"['akun', 'hapus', 'diapain', 'gth', 'email', 'nomor', 'telepon', 'pakai', 'rebet']"
parah ipo eror trading balance eror jual pending ngapain,1,0.033525008141707634,0.9664749918582924,"['parah', 'ipo', 'eror', 'trading', 'balance', 'eror', 'jual', 'pending', 'ngapain']"
mat malam pemulaingin gabung paham main tau ojk dingin ada verifikasi pertangung terimakasih,0,0.5406075016678127,0.4593924983321873,"['mat', 'malam', 'pemulaingin', 'gabung', 'paham', 'main', 'tau', 'ojk', 'dingin', 'ada', 'verifikasi', 'pertangung', 'terimakasih']"
bantu investasi,1,0.4874766518008298,0.5125233481991702,"['bantu', 'investasi']"
fitur gtc coba pakai rentang sekuritas,1,0.04236485302064732,0.9576351469793527,"['fitur', 'gtc', 'coba', 'pakai', 'rentang', 'sekuritas']"
