content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
"Ya sudah berarti tidak bisa mengembangkan perusahaan ya dengan tidak bisa menambah pilihan banyak bank untuk pendaftarannya seperti seabank, itu urusan kamu kalau kamu tidak mau berkembang, toh masih banyak sekuritas lainnya yang banyak pilihan banknya untuk pendaftarannya. Tidak masalah kalau tidak bisa toh sama saja walaupun tidak pakai stockbit juga tetap bisa investasi saham juga kok sama saja kan, itu cuma untuk perusahaan kamu saja yg memang kalau mau berkembang ya menyediakan banyak bank",1,negative,6,0.482,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",mengembangkan perusahan menambah pilihan_bank pendaftaranya seabank urusan berkembang sekuritas pilihan banknya pendaftaranya pakai stockbit investasi_saham perusahan berkembang menyediakan bank
"parah banget...sdh terlalu sering bermasalah pada saat awal jam bursa di buka. dan selalu di tutup dengan minta maaf. bukan kerugian nya , tp potensi gain yg hilang Krn kesalahan sekuritas. tolong rekrut tim IT yg baik...",1,negative,3,0.3746,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parah bangetsdh bermasalah jam_bursa buka tutup maaf kerugian potensi gain hilang kesalahan sekuritas tolong rekrut tim
"Wd tidak jelas, diminta cek berkala, chat dengan cs support tidak memberi solusi jawaban default saja, lakukan cek berkala dari pagi sampe sore",3,neutral,1,0.457,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",withdrawal cek_berkala chat_customer service suport solusi default lakukan cek_berkala pagi sore
Setelah update tampilan chart pada mode landscape terganggu oleh menu bawah. Lebih bagus versi sebelumnya tidak ada menu bawah pada tampilan chart,4,positive,0,0.3063,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",update tampilan chart mode_landscape tergangu menu bagus versi menu tampilan chart
kenapa saya tiba-tiba tidak bisa log in dan fingerprint saya dinyatakan gagal terus ??? bagaimana ini sangat merepotkan sering sekali error saya gak bisa log in baik cara manual dinyatakan salah password. sudah melakukan lupa passwordpun masi tetap gak bisa dipake password baru yg diberikan stockbit .,1,negative,3,0.4319,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",tibatiba log fingerprint dinyatakan gagal merepotkan eror log manual dinyatakan salah pasword lupa paswordpun dipakai pasword stockbit
"Dari minggu kemarin, pas pasar bukaan awal. Applikasi error nih. Tolong donk perbaikannya. Jangan error pas pasar lg open donk. Thx.",2,negative,3,0.3627,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",minggu kemarin pas pasar aplikasi eror nih tolong donk perbaikanya eror pas pasar open donk terima kasih
"Aplikasinya bagus, Cuman tingkat keamanannya diperbaiki lagi dan Tolong jangan sering log out akunnya dari aplikasi. Makasih",5,positive,0,0.3091,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasinya bagus tingkat keamananya diperbaiki tolong log_out akunya aplikasi terimakasih
"saya ada masalah dalam memasukkan kodepos saat pembuatan akun, sedangkan menurut sumber semua sumber yang ada digoogle kode pos yang saya cantumkan benar. tolong ditanggapi.",3,neutral,5,0.354,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",memasukkan kodepos pembuatan akun sumber sumber digogle kode pos cantumkan tolong ditangapi
Aplikasinya terlalu banyak bug . Untuk jual n beli saham aja lama ACC ..giliran deposit cepet ... Admin nya respon lama ..terlalu banyak gangguan,1,negative,3,0.442,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasinya bug jual_beli saham giliran deposit_cepat admin respon ganguan
"Buat pengembang aplikasi,, mohon untuk menambahkan indikator CCI biar saya bisa mengkombinasikan dengan MA utk swing trading... terimakasih...",5,positive,0,0.2467,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",pengembang aplikasi mohon indikator biar mengkombinasikan swing trading terimakasih
"Parahh, sudah terjadi beberapa kali. Pagi-pagi buka stockbit tapi gak bisa login. Padahal mau transaksi, gara gara gak bisa login malah boncos",1,negative,3,0.5322,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parah kali pagipagi buka stockbit login transaksi gara_gara login boncos
"Ini kenapa Stockbit saya eror? Mau update tidak bisa, terus saya uninstall malah di playstore sedang meng-install. Efeknya jadi saya tidak bisa update aplikasi yang lain",1,negative,3,0.3011,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",stockbit eror update uninstal playstore menginstal efeknya update aplikasi
Aplikasi sampah.. gara2 verifikasi bank BCA. Aplikasi bibit gw kena imbas.. klo belum bisa integrasi jangan maksa bisa daftar pakai bibit.,1,negative,2,0.2996,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasi sampah gara verifikasi bank_bca aplikasi bibit kena imbas integrasi maksa daftar pakai bibit
jam market terlalu sering error.. pdhl sabtu minggu sllu maintenance... TIM ITnya musti di rombak total.. bikin rugi... Masih aj ga ada perbaikan lebih baik... 22/09/2022 Triggered SL nya juga bermasalah.... kacau pkknya.,1,negative,3,0.3838,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",jam_market eror sabtu_minggu maintenance tim itnya rombak total bikin_rugi perbaikan trigered bermasalah kacau pknya
"sy rasa sangat bagus utk pemula, mudah dimengerti,cuma sy ingin stokbit ada terjemahan bahasa Indonesia, karena sy TDK bisa berbahasa Inggris,mudah2 saja",5,positive,0,0.4649,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus pemula mudah dimengerticuma stokbit terjemahan bahasa_indonesia berbahasa ingrismudah
"Lah justru blom ada rekening yg nyusahin kenapa ga registrasi porto ga harus pakai rekening kan bagus invest sejak dini,klo dipersulit macam ini gimana mau investasi(sekedar saran aja sih,tambahin e walet buat pengisian saldo)klo rekening harusnya buat pencairan aja jadi ga ngeribetin.",1,negative,6,0.2994,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",rekening nyusahin registrasi porto pakai rekening bagus invest diniklo dipersulit investasisekedar saran sihtambahin walet pengisian saldoklo rekening pencairan ngeribetin
"Menurutku, ini Aplikasi saham yg paling bagus buat pemula. Karena tampilan aplikasiny mudah dipahami dan dimengerti.",5,positive,0,0.432,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",menurutku aplikasi saham bagus pemula tampilan aplikasiny mudah_dipahami dimengerti
"Saya baru mulai menggunakan stockbit, tahap awal diminta email, tapi selalu kembali ke menu awal. alhasil pendaftaran tidak kunjung berhasil. Jadinya saya hapus lagi dech.🥴",2,negative,3,0.3371,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",stockbit tahap email menu alhasil pendaftaran kunjung berhasil hapus dech
Menurut saya ini apk sangat bagus untuk karena tampilan apknya sangat simpel dan juga fiturnya lengkap dan proses buka RDN NYA SANGAT cepat the best deh pokoknya ini apk👍👍👍,5,positive,1,0.4279,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",aplikasi bagus tampilan apknya simpel fiturnya_lengkap proses buka rdn cepat the_best deh_pokoknya aplikasi
Untuk berinfestasi dengan stockbit sangat mudah dan banyak fitur² bantuan yang mendukung untuk pemula yang baru belajar berinfestasi,5,positive,0,0.5391,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",berinfestasi stockbit mudah fitur bantuan mendukung pemula belajar berinfestasi
"Mudah buat jual beli,terurama pemula spt saya.. Cuma lelet di awal pasar buka..jadi sering ketinggalan.. Mohon diupgrade..",4,positive,3,0.3468,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",mudah jual beliterurama pemula lelet pasar bukajadi ketinggalan mohon diupgrade
"Sering maintenance, terbaru saya dirugikan karna saya tdk bisa menjual saham saya karena ketika saya klik sell tidak muncul sama sekali,ngehang, pdhl saham tersebut sudah plan utk dijual hari ini tp saya dirugikan karna lemotnya aplikasi akhirnya harga saham tersebut turun. saya kasih bintang 2 dl",2,negative,3,0.2464,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintenance terbaru dirugikan menjual_saham klik sel muncul sekalingehang saham plan dijual dirugikan lemotnya aplikasi harga saham turun kasih_bintang
"Gak se enak dulu, stock screener malah dibatasi, harus berlangganan 10rb atau buat RDN dulu padahal aku gak bisa buatnya, tolong stock screener di buat gratis seperti dulu",1,negative,0,0.1758,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",enak persediaan screner dibatasi berlanganan ribu rdn buatnya tolong persediaan screner gratis
"Mudah digunakan, mudah dipahami. Dan masukan untuk stockbit. Semoga pencairan dana dari penjualan/sell lebih dipercepat 1 atau 2 hari kerja, sehingga tdk terlalu lama karena Sekarang jaman serba cepat.",3,neutral,0,0.3114,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah mudah_dipahami masukan stockbit semoga pencairan_dana penjualansel dipercepat kerja sehinga jaman serba cepat
"HATI HATI !!!!! Tidak cocok untuk fast / swing trader, suka error sampai 15menit di awal2 buka perdagangan, mau untung malah buntung.",1,negative,0,0.294,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",hati_hati cocok fast swing_trader suka eror menit buka perdagangan untung buntung
"Keseringan error dan maintenance di jam bursa, diluar bursa apalagii. bikin rugi para trader/investor yg berpacu dengan waktu=uang. Udah gitu harga saham malah keitung mahal soalnya ga bulet di 0.0 pasti ada 0.7 pas beli sahamnya, belum lagi dikenakan levy dll. Ga bisa diandalkan, paling cm stream doang yg bagus. Gara2 aplikasi trash ini gw ketinggalan Buy dan ketinggalan sell 😡",1,negative,3,0.3194,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",keseringan_eror maintenance_jam_bursa diluar bursa bikin_rugi traderinvestor berpacu waktuang harga saham terhitung mahal bulet pas beli sahamnya dikenakan levy diandalkan Cuma stream bagus gara aplikasi trash ketinggalan buy ketinggalan sel
"Withdraw lama (padahal sudah T+0 tidak bisa ditarik). Harus hari berikutnya. Giliran bisa ditarik, statusnya sukses tapi dana belum masuk.",1,negative,2,0.3018,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",withdraw ditarik giliran ditarik statusnya sukses dana masuk
"Deposit gak masuk masuk, cuma terbaca di riwayat tapi balance tidak berubah. Payah parahh sih Dari tadi ngerefresh sampai uninstall install tetap sama😌",1,negative,3,0.4608,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",deposit_masuk masuk terbaca riwayat balance berubah payah parah sih ngerefresh uninstal_instal
"Punya wallets jago cuma gak bisa masuk karena syari'ah 😅 tolong lah di permudah registrasi nya karena gk semua ada aktif bank BCA kk, tak kasih Star 2 aja dlu. Semoga di permudah.",2,negative,6,0.4462,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",walets jago masuk syariah tolong_permudah registrasi aktif bank_bca kasih star semoga permudah
"Kekurangan platform stockbit menurut saya hanya dua. Pertama adalah stabilitas, karena seringnya gagal login yang membuat kesempatan hilang. Kedua adalah hanya terafiliasi dengan sinarmas sekuritas, tidak ada pilihan dengan sekuritas lain. Sejatinya stockbit hanyalah sebuah platform media sosial, bukan platform untuk trading.",3,neutral,7,0.267,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",kekurangan platform stockbit stabilitas gagal_login kesempatan hilang terafiliasi sinarmas_sekuritas pilihan sekuritas sejatinya stockbit platform media sosial platform trading
Aplikasi yang sangat-sangat bermanfaat. Terus tingkatkan service dan kinerjanya ..)),5,positive,6,0.2904,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",aplikasi sangatsangat bermanfat tingkatkan servis kinerjanya
"Lama banget proses penarikannya, harus nunggu 3 hari, abis itu penarikannya juga maksimal nunggu 2 hari jam kerja Total 5 hari jam kerja untuk bisa narik uang, luar biasa lemot memang 👍",1,negative,1,0.2997,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",banget proses penarikanya nunggu habis penarikanya maksimal nunggu jam kerja total jam kerja narik_uang lemot
"Saya kasih bintang 1 Krn mengecewakan, 3 hari yang lalu kami lakukan deposit tapi sampai skr sudah kami sampaikan dan disertai bukti transfer tapi pihak stockbit hanya menyampaikan sabar kami komunikasikan dg tim yg terkait dan hasilnya sampai skr tidak ada, tolong dong perbaiki kinerjanya, saya akan ubah penilaiannya ke bintang 5 jika sudah ditindaklanjuti aduan kami..",1,negative,1,0.4079,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",kasih_bintang mengecewakan lakukan deposit skr disertai bukti transfer stockbit sabar komunikasikan tim terkait hasilnya skr tolong_perbaiki kinerjanya ubah penilaianya bintang ditindaklanjuti aduan
"Kenapa kok sering eror chart juga sering hilang buat analisa,tolong di perbaiki, kalau sudah oke saya full kan bintangnya",1,negative,3,0.4482,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror chart hilang analisatolong perbaiki oke ful bintang nya
Terimakasih karena stockbit saya mulai lebih jauh lagi bljr tentang saham lebih dalam dan apk nya bagus mudah dimengerti dan banyak fitur² yg dikhususkan untuk pemula investor... Dan tampilan nya fresh 😁🤗,5,positive,0,0.577,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",terimakasih stockbit bljr saham aplikasi bagus_mudah_dimengerti fitur dikhususkan pemula investor tampilan fresh
"Buka rekening Bank BCA, aduh! Ribet banget! Setelah isi formulir daftar, langsung wawancara lagi, malah makin tidak bisa cuy! Ambil buku tabungan, sama kartu ATM, ambilnya kantor cabang Bank BCA, yang sebenarnya tidak ada di Desa aku kantor cabang itu?!",5,positive,6,0.5177,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",buka_rekening bank_bca aduh ribet banget isi formulir daftar langsung wawancara cuy ambil buku tabungan kartu atm ambilnya kantor_cabang bank_bca desa kantor_cabang
"Saya tidak bisa log in, sdh coba minta solusi tp solusinya tdk bs juga Dibilang salah masukin password, padahal ngk salah, oke saya ngalah, lalu d suruh forget password, tp email link nya ngk masuk2 sdh 3 kali saya coba Sampai hr ini 24 Juli 2023 saya msih blm bs login, tdk bs akses uang saya",1,negative,1,0.2865,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",log coba solusi solusinya dibilang salah masukin pasword salah oke mengalah suruh lupa_pasword email tautan masuk kali coba juli login akses uang
"Menurut ku aplikasi nya mudah untuk mengerti bagi saya yng masih pemula untuk menanam saham. Selain itu, aplikasinya membuat saya nyaman untuk memantau segala pasar saham yng sedang naik turun🙏🏻",5,positive,0,0.435,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi mudah_mengerti pemula menanam saham aplikasinya nyaman memantau pasar saham turun
"Fitur lengkap, biaya murah walaupun sering error tp buat investor sih aman aman aja, mungkin beda cerita ya buat trader.",4,positive,0,0.5795,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",fitur_lengkap biaya_murah eror investor sih aman aman beda cerita trader
"Very very very bad ... udah di cancel, eh ... tau nya done.. angkanya beda lg, ... capek hrs screenshot terus....",1,negative,1,0.3914,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",very very very bad cancel tau done angkanya beda capek screnshot
Keren. Sangat membantu. Tapi sayangnya belum ada trailing stop. Ayo buat dong tapi jangan yang ribet seperti ipot. Bisa contoh seperti di Moomoo. Simple ga ribet.,5,positive,0,0.2434,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren membantu sayangnya trailing_stop ayo ribet ipot contoh momo simpel ribet
Narik uang tapi tidak masuk masuk ke rekening.. Keterangannya succes tapi tidak masuk ke rekening.. Wooyy lu transfer kemana cuan aing.. Blegedes...,1,negative,1,0.348,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",narik_uang masuk masuk_rekening keteranganya suces masuk_rekening woy transfer kemana cuan blegedes
"Kalau jaringannya jelek, jangan salahkan aplikasi, sy bagus2 aja tiada ganguan atau error 🤦🏼🤦🏼. Welcome to Indonesia, yg tidak ribet di bikin ribet🤦🏼🤦🏼",5,positive,3,0.4041,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",jaringanya jelek salahkan aplikasi bagus tiada ganguan eror welcome indonesia ribet bikin ribet
"Siip..., tgl nambahin fitur trailing stop. dan perlu beberapa perbaikan lg spy g ngelag.., mah sering ngelag terutama pas awal jam bursa",4,positive,3,0.2785,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",sip tanggal nambahin fitur_trailing_stop perbaikan ngelag mah ngelag pas_jam_bursa
Aplikasi yg bagus buat treding.Khusus yg pemula..gunakan aplikasi ini lebih mudah memahami dan menjalankannya. Sukses slalu buat Stockbit..!!!,5,positive,0,0.3937,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi bagus tredingkhusus pemulagunakan aplikasi mudah memahami menjalankanya sukses stockbit
"Saya suka systemnya di stockbit, akan tetapi disaat open market ya betul seperti ulasan ulasan penguna lainnya. Memang tidak sebentar proses agar lancar disaat open market, tapi saya pribadi yakin team IT stockbit dapat menyelesaikan masalah tersebut.",5,positive,0,0.2213,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",suka systemnya stockbit disat open_market ulasan ulasan pengguna sebentar proses lancar disat open_market pribadi team stockbit menyelesaikan
pada IOs ditemukan fitur untuk Financials sehingga bisa menganalisa fundamental suatu emiten. namun kenapa di Android tidak ada ? tolong diperbaiki,1,negative,3,0.3312,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",ios ditemukan fitur financials sehinga menganalisa fundamental emiten android tolong_diperbaiki
"Sangat membantu untuk pemula seperti saya,mudah paham dengan fitur yang tersedia. Semoga ke depan nya semakin nyaman pakai stokbit...👍",4,positive,0,0.5088,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",membantu_pemula sayamudah paham fitur tersedia semoga nyaman pakai stokbit
"Tampilannya simple dan mudah di pahami pemula, fitur jg cukup komplit",5,positive,0,0.4862,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilanya_simpel mudah_pahami pemula fitur komplit
"Lama bener proses dikonfirmasinya, udah 3 bulan lo, janjinya 2 minggu. Kok ga bisa diakses ribet bener dah. Udah 4 bulan sekarang waduh bosen saya gini terus, mending pindah",1,negative,6,0.2146,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",bener proses dikonfirmasinya janjinya minggu diakses ribet bener aduh bosen mending_pindah
"kurang suka, kenapa stockbit bisa dibuka hanya pakai wifi saja? pdhl mode data seluluer saya sdh on. saya liat di pengaturan ngga ada pengaturan yg mengatur untuk mode on data seluler",2,negative,3,0.3465,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",suka stockbit dibuka pakai wifi mode data seluluer lihat pengaturan nga pengaturan mengatur mode data seluler
"Aplikasi sering eror, tidak cocok untuk trading, jika untuk investasi, screener saham dan update2 berita serta interaksi antar pengguna masih oke",3,neutral,0,0.4756,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi eror cocok trading investasi screner saham update berita interaksi pengguna oke
"Saya seminggu lalu download aplikasi stockbit, lalu saya mau daftar melalui email, tetapi tidak bisa masuk, karena email saya sudah terdaftar, lalu saya harus mengurus nya di mana, agar saya bisa daftar stockbit. Apa ada kantor perwakilan di Surabaya, agar saya bisa mengurus / daftar.",4,positive,3,0.3112,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",semingu download aplikasi stockbit daftar email masuk email_terdaftar mengurus daftar stockbit kantor perwakilan surabaya mengurus daftar
"Sangat bagus sekali, fitur nya nyaman dan lengkap. Kita bisa melakukan virtual transaksi juga yang sangat membantu terutama utk pemula",5,positive,0,0.5424,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus fitur nyaman lengkap virtual transaksi membantu_pemula
"terlalu sering maintenance, setiap jam buka pasar selalu gangguan baik login loading, aplikasinya bikin lebih fokus pasar dan simpel saja, fitur lain seperti blog, chat dan edukasi bikin aplikasi tersendiri, makasih",1,negative,0,0.2652,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",maintenance_jam buka_pasar ganguan login loading aplikasinya bikin fokus pasar simpel fitur blog chat edukasi bikin aplikasi tersendiri terimakasih
"Udah bagus apalagi ada fitur virtual akun, tapi untuk grafik chartnya diperbaiki lagi sesimple mungkin kayak aplikasi sebelah",5,positive,0,0.3738,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus fitur virtual akun grafik chartnya diperbaiki sesimple aplikasi sebelah
"Aplikasi dengan user interface paling ramah,,tapi kekurangannya sering lemot,,jadi saya masih ragu bukan RDN disini",5,positive,6,0.4026,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",aplikasi user_interface ramahtapi kekurangannya lemotjadi ragu rdn
cara mudah investasi dengan aplikasi yang sangat mudah dipahami.. mungkin akan lebih baik jika stoctbit mampu hadirkan auto order untuk pembelian dan penjualan sehingga kita bisa melakukan eksekusi beli dan jual saat aedang tidak memegang gadget,5,positive,0,0.3924,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah investasi aplikasi_mudah_dipahami stoctbit hadirkan auto_order pembelian_penjualan sehinga eksekusi beli_jual aedang memegang gadget
Registrasi rekening lama banget gk kaya aplikasi AJAIB 2 hari udah jadi. Jadi ragu ragu investasi di stockbit maaf ya saya unistal apk nya. Tolong di perbaiki sistem operasinya,1,negative,6,0.2847,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",registrasi rekening banget kaya aplikasi ajaib ragu ragu investasi stockbit maaf unistal aplikasi tolong_perbaiki sistem operasinya
"Aplikasi masih sering gangguan diawal pembukaan, dan untuk perubahan RDN masih belum bisa seperti PD, lainnya tinggal jadikan satu sama bibit biar Reksadana dan Saham disatu aplikasi",3,neutral,2,0.2648,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasi ganguan diawal pembukan perubahan rdn tinggal jadikan bibit biar reksadana saham disatu aplikasi
Usul dibuat menu bracket order & trailing stop. Kadang2 aplikasi masih lag saat market berjalan. Mohon ditingkatkan,5,positive,2,0.3517,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",usul menu bracket order trailing_stop kadang aplikasi lag market_berjalan mohon_ditingkatkan
Tolong tambahkan fitur take profit jadi satu saat akan melakukan order beli. Karena harus nunggu masuk porto baru bisa setting take profit akhir lupa jadi telat settimg kelewatan momentum,3,neutral,3,0.4014,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",tolong_tambahkan fitur take_profit order beli nunggu masuk porto seting take_profit lupa telat setimg kelewatan momentum
"Maintenance dan eror terus min, ga biso login ga bisa transaksi. Jadi Ilang timing mulu, pada saat mau transaksi",3,neutral,3,0.6335,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintenance eror min biso login transaksi hilang timing mulu transaksi
"Saya sangat merekomendasikan apk stockbit ini bagi yang ingin melakukan investasi, termasuk saya juga sebagai pemula, didalam apk tuh ada academy buat pembelajaran"" yang belum paham apa itu investasi",5,positive,0,0.4036,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",merekomendasikan aplikasi stockbit investasi pemula didalam aplikasi tuh academy pembelajaran paham investasi
Kemarin bintang 1 karena lemot banget pas buka orderbook di jam bursa. Sekarang jadi lancar banget setelah ada update terbaru. Bintang 5,5,positive,8,0.3879,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",kemarin bintang lemot banget pas buka orderbok jam_bursa lancar banget update_terbaru bintang
"Aplikasi sampah. Sesampah sampahnya aplikasi saham ya SB ini. Update terus, ngelag, penarikan saldo paling lama. Pindah aja ke yang lain buang2 waktu",1,negative,1,0.44,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",aplikasi sampah sesampah sampahnya aplikasi saham stockbit update ngelag penarikan saldo pindah buang
"Aplikasinya keren, klo bisa tambahin fitur widget untuk di homescreen dan terhubung ke smartwatch..",5,positive,2,0.445,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasinya keren tambahin_fitur widget homescren terhubung smartwatch
"Mantap, terutama dgn fitur.2nya yg mumpuni, saran : mohon dilengkapi dgn sistem automatic stop loss dan trailing stop",5,positive,2,0.2982,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",mantap fitur mumpuni saran mohon dilengkapi sistem otomatis stop_los trailing_stop
"Aplikasi keren, semua serba praktis, dan mudah di pahami, sama seperti bibit. Semoga kedepan pelayanannya semakin baik, biar kita sebagai nasabah tenang dalam berinvestasi.",5,positive,0,0.2581,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi keren serba praktis mudah_pahami bibit semoga_kedepan pelayanannya biar nasabah tenang berinvestasi
"Walau saya pengguna baru ,dalam 15 hari ini saya cukup puas ,hanya bbrpa saja ada pada saat start buka bursa ada error ,tapi secara keseluruhan aplikasi ini bagus, simple dan cukup komplit ,di tingkatkan lagi saja agar lebih baik lagi dan tidak ada komplain dr kami user stockbit ,trims !!",5,positive,0,0.5613,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",pengguna puas start buka_bursa eror aplikasi bagus simpel komplit tingkatkan komplain user stockbit terima kasih
Mohon notifikasi channel untuk price allert di pisahkan dengan notifikasi lain. Misalnya dijadikan prioritas max notifikasi nya dan tidak tercampur dengan notifikasi lain,5,positive,2,0.3394,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",mohon notifikasi chanel harga_alert pisahkan notifikasi dijadikan prioritas maksimal notifikasi tercampur notifikasi
Sebenarnya bisa atau ga di aplikasi buatan kalian ini berinvestasi knapa saya selalu saja tidak bisa saat ingin melakukan verifikasi data diri padahal sya suda menggunakan alamat dan email yang berbeda namun tetep sja tidak bisa sekarang mau kalian apa apakah harus gaji dan tempat kerja yang elit baru bisa berinvestasi disini?,5,positive,1,0.3643,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",aplikasi buatan berinvestasi verifikasi_data suda alamat email berbeda gaji kerja elit berinvestasi
"Aplikasinya sudah bagus, sangat mudah digunakan. Saya usul, saat buka aplikasi sebelum jam bursa, kalo bisa dimunculkan jumlah lot bidd dan offer, terima kasih...",5,positive,3,0.4178,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasinya bagus mudah usul buka aplikasi jam_bursa dimunculkan lot bid ofer terima_kasih
